@relation 10-spell-checked.arff

@attribute id numeric
@attribute color {x,black,'dark gray','light gray',white}
@attribute text string
@attribute score {0,1,2}

@data
26138,'dark gray','I choose light gray because it had an average temperature of 45 which is right in the middle of temperatures and the effect will be warm and cool at the same time. When you look at the table of the results from the experiment you will see that light gray had an average of 45 so that is perfect temperature because it will not get too hot and it will not get too cold.',2
26139,white,'I think white would be the best color to paint the doghouse. I say this because white absorbs less energy maki ng the doghouse cooler. In the experiment, the white on average was 42 degrees  C, and that was the coolest temperature. The warmest temperature of the air inside the jar was the black with 53 degrees  C. For a dog inside a doghouse, i think it shouldn\'t be hot for the dog, that\'s why I chose the color tha t made the doghouse the coolest.',2
26140,black,'the black wood paint would effect the temperature more becaasue the darker a color the more energy in attracts. so the black one would be hotter than the white one.',1
26141,'light gray','if the color are ligth gray than the dog hous e the doghouse will be cooler becuz of tha gray and it also be warm cuz i t light...',0
26142,white,'the doghouse will not be to hot. the temperature will rise but it will not rise alot it will stay in cool for summer and they wouldn\'t have to worry about the doghouse getting to hot. white is the one that stayed the coolest and the heat didnt rise alot it stayed about the same temperature the whole time.',2
26143,black,'In my oppinion, Brandi and Jerry would want t o paint the doghouse dark gray because it had an average temperature of 48 degrees C which is the second hottest temperature out of the four lid colors. I think dark gray would be the logical color to paint a doghouse because during harsh weather it will keep the dog warm, but during the summer it won\'t be to uncomfortably hot like black may be.',2
26144,black,'This color would help keep the inside of the doghouse warm because the data has proved this. This would help during winter.',1
26145,white,'usually a doghouse is only used in the summer so to keep the dog a little less cooler they should use a white paint. bc i learned that all the colors bounce off white and go somewhere else a long with their heat. but blck has all the colors so it absorbs all colors and their heat. so white would be best in the table it shows that the average temput ure for a white house is 42 degrees c. the average temputure for lightgray i s 45 degrees c, the average temp. for dark gray is 48 degrees c, and black\'s average temp. is 53 degrees c. thats an 11 degrees c difference. whitch could be very important.',1
26146,white,'The color would affect the doghouse because the lighter the color is the cooler the house would get. if the doghouse was black then the doghouse would be too hot.',1
26147,white,'The color will heat up the doghouse to about 42 degrees C in 10 minutes. This is the best color to choose, because the black heated up to 53 degrees C in 10 minutes. Therefore, the temperature of t he white jar was 9 degrees C lower than the black jar, making the white cooler.',1
26148,'light gray','The doghouse should be light gray because tha t way the air temperature isn\'t to hot or to cold, it\'s just about in the middle.',1
26149,white,'The color would affect the temperature inside the doghouse. The black would make the temperature inside the greaterst then, the dark grey then, the light grey, then finally the white would h ave the lowest temperature just like the lid color. For the lid colors, black had an average of 53 degrees C, the dark grey had an average of 48 degrees  C, the light grey would have an average of 45 degrees C, aand the white had an average of 42 degrees C so the temperature for the doghouse would be close or be to the same as the temperature of the jar.',1
